Quote,Book,Word Count,Topic 1,Purpose,Topic_1_clean,Purpose_clean,word_count,char_count,norm_word_count,norm_char_count,is_short,is_medium,is_long,book
"naoko took her left hand from her pocket and squeezed my hand. dont you worry, she said. youll be o.k. you could go running all around here in the middle of the night and youd never fall into the well. and as long as i stick with you, i wont fall in, either. never? never! how can you be so sure? i just know, she said, increasing her grip on my hand and continuing on for a ways in silence. i know these things. im always right. its got nothing to do with logic i just feel it. for example, when im really close to you like this, im not the least bit scared. nothing dark or evil could ever tempt me. well, that answers that, i said. all you have to do is stay with me like this all the time.",Norwegian Wood,142,"companionship, safety, reassurance","comfort, trust, security, hope","['companionship', 'safety', 'reassurance']","['comfort', 'trust', 'security', 'hope']",142,693,0.47333333333333333,0.3465,0,1,0,Norwegian Wood
"i just run. i run in a void. or maybe i should put it the other way i run in order to acquire a void. but as you might expect, an occasional thought will slip into this void. people s minds can t be a complete blank. human beings emotions are not strong or consistent enough to sustain a vacuum. what i mean is, the kinds of thoughts and ideas that invade my emotions as i run remain subordinate to that void. lacking content, they are just random thoughts that gather around that central void. the thoughts that occur to me while i m running are like clouds in the sky. clouds of all different sizes. they come and they go, while the sky remains the same sky as always. the clouds are mere guests in the sky that pass away and vanish, leaving behind the sky.",What I Talk About When I Talk About Running,144,"void, human emotions","contemplation, introspection","['void', 'human emotions']","['contemplation', 'introspection']",147,759,0.49,0.3795,0,1,0,What I Talk About When I Talk About Running
"a question. so what are people supposed to do if they want to avoid a collision thud! but still lie in the field, enjoying the clouds drifting by, listening to the grass grow",Sputnik Sweetheart,33,"collision, field, clouds, grass","avoidance, enjoyment, listening, growth","['collision', 'field', 'clouds', 'grass']","['avoidance', 'enjoyment', 'listening', 'growth']",33,174,0.11,0.087,1,0,0,Sputnik Sweetheart
"each day the sun would rise and set, the flag would be raised and lowered. each sunday i would have a date with my dead friend s girl. i had no idea what i was doing or what i was going to do.",Norwegian Wood,42,"time, uncertainty, loss","confusion, emotional turmoil, existential crisis","['time', 'uncertainty', 'loss']","['confusion', 'emotional turmoil', 'existential crisis']",43,192,0.14333333333333334,0.096,1,0,0,Norwegian Wood
"but even though i was with my father again, i never felt really secure deep down. i dont know how to put it exactly, but things were never really settled inside me. i always had this feeling like, i dont know, like somebody was putting something over on me, like my real father had disappeared forever and, to fill the gap, some other guy was sent to me in his shape.",After Dark,71,"identity, insecurity, loss","uncertainty, deception, longing","['identity', 'insecurity', 'loss']","['uncertainty', 'deception', 'longing']",71,367,0.23666666666666666,0.1835,1,0,0,After Dark
"i just gave them a little scare. a touch of psychological terror. as joseph conrad once wrote, true terror is the kind that men feel towards their imagination. from super-frog saves tokyo",After the Quake,32,"imagination, terror, psychological","fear, introspection, existential","['imagination', 'terror', 'psychological']","['fear', 'introspection', 'existential']",32,187,0.10666666666666667,0.0935,1,0,0,After the Quake
"what s more, you re loads better than you think you are. so why is it i get to thinking that way? i puzzled. that s because you re only half-living. she said briskly. the other half is still untapped somewhere.",A Wild Sheep Chase,37,"self-discovery, potential, untapped","encouragement, introspection, growth","['self-discovery', 'potential', 'untapped']","['encouragement', 'introspection', 'growth']",41,210,0.13666666666666666,0.105,1,0,0,A Wild Sheep Chase
"it s a waste of time to think about things you can t know, and things you can t confirm even if you know them.",Colorless Tsukuru Tazaki and His Years of Pilgrimage,22,"uncertainty, knowledge, time","acceptance, resignation, wisdom","['uncertainty', 'knowledge', 'time']","['acceptance', 'resignation', 'wisdom']",25,110,0.08333333333333333,0.055,1,0,0,Colorless Tsukuru Tazaki and His Years of Pilgrimage
"that s what love s all about. you re the only one having those wonderful feelings, but you have to go it alone as you wander through the dark your mind and body have to bear it all. all by yourself.",Kafka on the Shore,38,"love, solitude, darkness","introspection, resilience, solitude","['love', 'solitude', 'darkness']","['introspection', 'resilience', 'solitude']",41,198,0.13666666666666666,0.099,1,0,0,Kafka on the Shore
"wrapped in the deep fragrance of the forest, i listen to the flapping of the birds wings, to the stirring of the ferns. im freed from gravity and float up--just a little--from the ground and drift in the air. of course i cant stay there forever. its just a momentary sensation--open my eyes and its gone. still, its an overwhelming experience. being able to float in the air.",,68,"nature, freedom, fleeting sensation","tranquility, liberation, ephemeral, wonder","['nature', 'freedom', 'fleeting sensation']","['tranquility', 'liberation', 'ephemeral', 'wonder']",68,375,0.22666666666666666,0.1875,1,0,0,
"never being constrained, thinking about things freely",Colorless Tsukuru Tazaki and His Years of Pilgrimage,7,"freedom, contemplation","liberation, introspection","['freedom', 'contemplation']","['liberation', 'introspection']",7,53,0.023333333333333334,0.0265,1,0,0,Colorless Tsukuru Tazaki and His Years of Pilgrimage
"its not that your mother didnt love you, the boy named crow says from behind me. she loved you very deeply. the first thing you have to do is believe that. thats your starting point. but she abandoned me. she disappeared, leaving me alone where i shouldnt be. im finally beginning to understand how much that hurt. how could she do it if she really loved me? thats the reality of it. it did happen,the boy named crow says. you were hurt badly, and those scars will be with you forever. i feel sorry for you, i really do. but think of it like this its not too late to recover. youre young, youre tough. youre adaptable. you can patch up your wounds, lift your head, and move on. but for her thats not an option. the only thing shell ever be is lost. it doesnt matter whether somebody judges this as good or bad- thats not the point. youre the one who has the advantage. you ought to consider that. i dont respond. it all really happened, you cant undo it, crow tells me. she shouldnt have abandoned you then, and you shouldnt have been abandoned. but things in the past are like a plate thats shattered to pieces. you can never put it back together like it was, right? i nod. you can never put it back together like it was. hes hit the nail on the head. the boy named crow continues. your mother felt a gut-wrenching kind of fear and anger inside her, okay? just like you do now. which is why she had to abandon you. even though she loved me? even though she loved you, she had to abandon you. you need to understand how she felt then, and learn to accept it. understand the overpowering fear and anger she experienced, and feel it as your own- so you wont inherit it and repeat it. the main thing is this you have to forgive her. thats not going to be easy, i know, but you have to do it. thats the only way you can be saved. theres no other way! - pg 398-99",Kafka on the Shore,360,"abandonment, love, self-discovery","reassurance, introspection, growth","['abandonment', 'love', 'self-discovery']","['reassurance', 'introspection', 'growth']",360,1858,1.0,0.929,0,0,1,Kafka on the Shore
an old cat is a good friend to talk to.,"Pinball, 1973",10,"companionship, connection, comfort","solace, understanding, companionship","['companionship', 'connection', 'comfort']","['solace', 'understanding', 'companionship']",10,39,0.03333333333333333,0.0195,1,0,0,"Pinball, 1973"
"sumire was a hopeless romantic, a bit set in her ways - innocent of the ways of the world, to put a nice spin on it. start her talking and shed go on nonstop, but if she was with someone she didnt get along with - most people in the world, in other words - she barely opened her mouth. she smoked too much, and you could count on her to lose her ticket every time she took the train. shed get so engrossed in her thoughts at times shed forget to eat, and she was as thin as one of those war orphans in an old italian film - like a stick with eyes. id love to show you a photo of her but i dont have any. she hated having her photograph taken - no desire to leave behind for posterity a portrait of the artist as a young wo man.",Sputnik Sweetheart,152,"innocence, communication, solitude","introspection, loneliness, detachment","['innocence', 'communication', 'solitude']","['introspection', 'loneliness', 'detachment']",153,727,0.51,0.3635,0,1,0,Sputnik Sweetheart
"has the dark shadow really disappeared? or is it inside me, concealed, waiting for its chance to reappear? like a clever thief hidden inside a house, breathing quietly, waiting until everyone s asleep. i have looked deep inside myself, trying to detect something that might be there. but just as our consciousness is a maze, so too is our body. everywhere you turn there s darkness, and a blind spot. everywhere you find silent hints, everywhere a surprise is waiting for you.",What I Talk About When I Talk About Running,80,"darkness, hidden, thief","uncertainty, introspection, fear, anticipation","['darkness', 'hidden', 'thief']","['uncertainty', 'introspection', 'fear', 'anticipation']",82,476,0.2733333333333333,0.238,0,1,0,What I Talk About When I Talk About Running
